,Turkish,English
30021,soğudu,cool
30022,ayrılmadı,did not leave
30023,helyum,helium
30024,asansörün,your elevator
30025,creed,creed
30026,gönlüm,my heart
30027,nesiydi,nes
30028,bulmaktan,from finding
30029,dharma,dharma
30030,istemesen,you don't want
30031,babaanne,grandma
30032,gururun,your pride
30033,hetero,hetero-
30034,soyadım,my surname
30035,felaketin,Your disaster
30036,dion,dion
30037,etmeliydin,you should have
30038,dururlar,they stop
30039,eisenhower,eisenhower
30040,sinirlerini,your nerves
30041,rayburn,Rayburn
30042,danvers,Danvers
30043,saflık,purity
30044,karşınıza,you will see
30045,kostümler,costumes
30046,mcgarrett,mcgarrett
30047,masasını,Table
30048,rıhtımda,on the dock
30049,sahanın,the field
30050,beynimde,in my brain
30051,akış,flow
30052,kupon,coupon
30053,elisa,Elisa
30054,takside,taxi
30055,oteline,to the hotel
30056,leviathan,Leviathan
30057,anlatarak,by explaining
30058,sevinçten,with joy
30059,korkaklık,cowardice
30060,şampanyayı,champagne
30061,çizmeyi,drawing
30062,davranıyoruz,we act
30063,tanklar,tanks
30064,crusher,Crusher
30065,sonar,sonar
30066,yaşamıştım,I lived
30067,ifadesine,to the expression
30068,köpeğimiz,Our dog
30069,tesisat,installation
30070,run,run
30071,eloise,Eloise
30072,kumarhanede,in the casino
30073,tanıyorsam,If I know
30074,özeldi,was special
30075,kalmalarını,to stay
30076,yaşamama,non -living
30077,johanna,Johanna
30078,koyunlar,sheeps
30079,yanarak,burning
30080,halledeceksin,you will handle
30081,sürüklüyor,dragging
30082,fire,wastage
30083,silahınız,Your weapon
30084,dikmek,to stitch 
30085,yönlerini,aspects
30086,neşeyle,cheerfully
30087,nemo,nemo
30088,saçında,in your hair
30089,araf,purgatory
30090,cabası,into the bargain
30091,pantolonunun,your pants
30092,yükselmeye,to rise
30093,öğretmenlerin,Teachers
30094,yaninda,beside
30095,antoinette,Antoinette
30096,vodka,vodka
30097,inanmıyorsunuz,you don't believe
30098,davranmam,I don't behave
30099,sandalyenin,your chair
30100,apaçi,Apache
30101,edindin,you got
30102,sevgini,your love
30103,öfkeyi,anger
30104,motorsiklet,motorcycle
30105,beslenmek,feed
30106,harcamayı,spending
30107,konuşmayacağız,we will not talk
30108,patti,skid
30109,t-rex,T-Rex
30110,balerin,ballerina
30111,beraberlik,tie
30112,değiştirdiniz,you changed
30113,susuzluktan,from thirst
30114,tarık,Tarik
30115,çaldığımı,that I stole
30116,gelecektim,I was coming
30117,göstermeni,your show
30118,konferansa,conference
30119,düzeltmem,I don't fix
30120,healy,healy
30121,görevdeyim,i am in charge
30122,gişe,counter
30123,korkutucuydu,He was frightening
30124,espriler,jokes
30125,götürdük,We took it
30126,muzlu,banana
30127,boğuluyorum,I'm drowning
30128,yüzeyine,to the surface
30129,çözebilir,resolve
30130,önemseyen,careful
30131,uzmanıyım,I'm an expert
30132,gösteriydi,was the show
30133,erkekti,was a man
30134,girdiğimiz,we enter
30135,azdı,horny
30136,eğlencesine,to fun
30137,fergus,fergus
30138,kullanabileceğim,I can use
30139,görüşmeden,from meeting
30140,öcü,average
30141,oynardı,He would play
30142,misa,misa
30143,dönek,renegade
30144,kaçakçısı,smuggler
30145,ole,ole
30146,marilla,Marilla
30147,brifing,briefing
30148,kirası,rental
30149,bıraksam,one night
30150,give,give
30151,rain,Rain
30152,patlayabilir,exploding
30153,bendeniz,you
30154,okadar,solely
30155,içgüdüsel,instinctive
30156,sarıyor,wrapping
30157,takalım,Let's wear it
30158,tutamayız,we cannot hold
30159,anlatmıyor,does not tell
30160,anlardı,they understood
30161,gelseniz,if you come
30162,kadehi,goblet
30163,davrandığı,acting
30164,esirgeme,sacrifice
30165,buddha,Buddha
30166,ütü,iron
30167,atlarla,with horses
30168,çocukluktan,from childhood
30169,belirlenen,specified
30170,bahçeleri,gardens
30171,söyleseydi,if he said
30172,yunuslar,dolphins
30173,compton,Compton
30174,gruplara,to groups
30175,uğratma,dismissal
30176,yaptırır,makes it done
30177,dalgın,pensive
30178,izleyebiliriz,we can watch
30179,bugun,today
30180,bernstein,Bernstein
30181,görüyordun,you see
30182,tanışana,to those who meet
30183,filmlerinden,from the films
30184,reklamları,Ads
30185,minnacık,tiny
30186,gözetiminde,under the supervision of
30187,ayrılacağını,that you leave
30188,işletiyorum,I run
30189,cbs,CBS
30190,buluşacaksın,you will meet
30191,kuşa,bird
30192,willard,Willard
30193,alacağımız,we will get
30194,umutlar,hopes
30195,soyguna,robbery
30196,galileo,Galileo
30197,davranacağız,we will behave
30198,buluşabiliriz,we can meet
30199,telefonuyla,on the phone
30200,rigsby,Rigsby
30201,imparatorluğu,Empire
30202,heo,heo
30203,orduları,armies
30204,görmemek,not to see
30205,salaklık,silliness
30206,oranla,compared to
30207,dempsey,demPSEY
30208,anımsıyorum,I remember
30209,bırakmayacaksın,you will not leave
30210,hissettiklerimi,what I feel
30211,büyücülük,witchcraft
30212,bıraktıkları,they left
30213,mccall,mccall
30214,doğumdan,from birth
30215,çıkarlarını,their interests
30216,gerilla,guerrilla
30217,sinin,sin
30218,roller,roles
30219,bakmanızı,you look
30220,yürüyebilirim,I can walk
30221,oluşturun,Create
30222,stig,stig
30223,adamim,my man
30224,yöneticileri,managers
30225,uyandırdın,You wake up
30226,imzalanmış,signed
30227,etrafımdaki,around me
30228,gurup,group
30229,carmichael,Carmichael
30230,gribi,influenza
30231,dinlesene,listen
30232,getirirken,while bringing
30233,bağlanıyor,connecting
30234,oturacağız,we will sit down
30235,düzelttim,I fixed it
30236,çalmadan,without stealing
30237,kitapla,with the book
30238,olduğumuzun,that we are
30239,büyüklüğünü,size
30240,fahişesi,prostitute
30241,orkestrası,orchestra
30242,yönetilen,managed
30243,dönmemiş,ungotled
30244,sürmesini,to drive
30245,okuyucu,reader
30246,isterdiniz,you would like
30247,seçmedim,I did not choose
30248,yüzerek,swimmingly
30249,zincire,chain
30250,yaşanabilir,livable
30251,aramakla,by searching
30252,istemişler,they wanted
30253,bilgilendir,informing
30254,intikamımı,my revenge
30255,atmanın,throwing out
30256,markus,Markus
30257,makinem,my machine
30258,kobay,Guinea pig
30259,düşünüyorsundur,you think
30260,huyu,huy
30261,sağlamaz,unable
30262,teneffüs,respiration
30263,bilgisayarla,by computer
30264,zorluklarla,with difficulties
30265,artmış,increased
30266,çekerse,if he pulls
30267,haklarım,my rights
30268,sertti,it was hard
30269,anlayamadın,You couldn't understand
30270,sıkıştırdı,squeezed
30271,değişmişti,had changed
30272,getirdiğine,that you brought
30273,yaşanmadı,did not live
30274,giysilerimi,My clothes
30275,kayalara,to the rocks
30276,gecelerde,on nights
30277,durmamız,We stop
30278,oynamıyorsun,you don't play
30279,tutukladı,arrested
30280,romulan,romated
30281,tonunu,tone
30282,öğrenim,education
30283,çarpacak,impulsive
30284,açmayacak,will not open
30285,bıçakları,knives
30286,oynarsın,you play
30287,çıksan,if you go
30288,kontrolümüz,Our control
30289,pozisyonuna,to position
30290,numarasına,number
30291,arkansas,Arkansas
30292,günahlar,sins
30293,cenazeden,from the funeral
30294,yapıyorsanız,If you do
30295,çekebilirim,I can shoot
30296,alttaki,bottom
30297,rakamı,figure
30298,kerelik,branch
30299,çevirdiler,translated
30300,olasılığını,its possibility
30301,rekabetçi,competitive
30302,delirdiğimi,I was crazy
30303,isteseydin,If you wanted
30304,dinlemeyeceğim,I will not listen
30305,gallo,gallo
30306,hatrına,to the sake of
30307,saklandı,hidden
30308,kaydım,my record
30309,yapacağından,from what to do
30310,dama,checkers
30311,bataklıkta,in the swampy
30312,maskeleri,masks
30313,torunumu,my grandson
30314,gidilecek,to go
30315,baktılar,they looked
30316,midesini,stomach
30317,dostunum,my friend
30318,anlıyorsundur,you understand
30319,ödeyin,pay
30320,anlamamız,we understand
30321,flores,fluoles
30322,müsadenizle,With your permission
30323,gözümüzü,our eyes
30324,lolipop,lollipop
30325,gözüken,visible
30326,olamayacağı,that it cannot be
30327,garajın,Your garage
30328,gölüne,to the lake
30329,raydan,rail
30330,birimizi,one of us
30331,sahibin,your owner
30332,uğramam,I don't stop
30333,faili,perpetrator
30334,süpersin,you are super
30335,olabiliyorum,I can be
30336,temizlemeyi,cleaning
30337,bardakları,cups
30338,ucubeler,freaks
30339,much,much
30340,yetkiniz,Your authority
30341,tutulduğu,kept
30342,üzüldüğünü,that you are upset
30343,townsend,Townsend
30344,scotland,Scotland
30345,kurtuluşu,salvation
30346,norfolk,Norfolk
30347,çizgiye,to the line
30348,anten,antenna
30349,woodhouse,Woodhouse
30350,veritabanında,in the database
30351,durduramam,I can't stop
30352,yaşamıyoruz,we are not living
30353,yüreğini,your heart
30354,böceklerin,insects
30355,paylaştık,we shared
30356,kilosu,weight
30357,sırtındaki,on the back
30358,ölüydü,It was dead
30359,öyleydik,we were
30360,edebileceğiniz,you can
30361,keseceğiz,we will cut
30362,tuhaftır,strange
30363,aloha,aloha
30364,utanacak,be ashamed of
30365,yıkanmış,washed
30366,sandığımız,we think
30367,ağını,Network
30368,hinata,hinata
30369,stresten,stress
30370,augustus,Augustus
30371,beraberdi,was together
30372,boşaltma,unloading
30373,1c00ffff,1C00FFFF
30374,araştırmanı,research
30375,oyları,votes
30376,zanlının,suspect
30377,teklifinde,in the proposal
30378,mount,Mount
30379,bağlantıda,in the connection
30380,cinayetinde,in the murder of
30381,demirci,blacksmith
30382,listesinin,list
30383,dilediğini,what you wish
30384,gidiyorsa,if it goes
30385,zorlamaya,to force
30386,gibisini,like
30387,özdemir,Ozdemir
30388,birimine,unit
30389,dinlensin,rest
30390,senatörün,your senator
30391,iyisine,good
30392,benimleydi,was with me
30393,mesaiye,shift
30394,oynadınız,you played
30395,inanmayacak,will not believe
30396,hastaneleri,hospitals
30397,gunn,Gunn
30398,sevmediğin,you don't like
30399,uyuyordun,you were sleeping
30400,deep,deep
30401,teklifinizi,Your offer
30402,vav,vav
30403,doreen,Doreen
30404,hizmetinde,in service
30405,kazananlar,winners
30406,uğrattığım,I made
30407,kayıpları,losses
30408,konuşuyorlardı,They were talking
30409,sicil,record
30410,güvenlidir,is safe
30411,begüm,Begüm
30412,isteyebileceğini,that you may want
30413,bluz,blouse
30414,boşluğunda,in the gap
30415,sanıp,I think
30416,verandada,on the porch
30417,cip,chip
30418,bavulu,luggage
30419,yalanını,your lie
30420,maktul,victim
30421,şarkımız,Our song
30422,isteğine,to your request
30423,hissederdin,you would feel
30424,silahlarımız,Our weapons
30425,davadaki,in the case
30426,anahtarlarım,my keys
30427,konuşabileceğim,I can talk
30428,bağlantılarım,my links
30429,kılını,hair
30430,toplansın,gather
30431,kabusu,nightmare
30432,toksikoloji,toxicology
30433,kurtarman,rescue
30434,madende,in the mine
30435,başlatalım,Let's start
30436,dönüyordum,I was returning
30437,yazıya,to writing
30438,daniskası,daniskasi
30439,çıksam,if I go out
30440,seçildim,I was chosen
30441,partiydi,party
30442,siniri,nerve
30443,food,Food
30444,işsizlik,unemployment
30445,çağırdığını,what he calls
30446,zarfın,your envelope
30447,sapığın,the perverse
30448,doğurur,birth
30449,İnekler,Cows
30450,tamda,right
30451,bedensel,physical
30452,sanata,to art
30453,cassius,Cassius
30454,cadıların,Witches
30455,eğleniriz,we have fun
30456,çöreği,bun
30457,herşeyini,everything
30458,hatırlamadığını,that you don't remember
30459,gözlüğünü,Glasses
30460,anlaştığımızı,that we agreed
30461,konuştuğunuz,you talk
30462,taşıyoruz,we carry
30463,fiyakalı,ostentatious
30464,tünelden,tunnel
30465,yalanın,your lie
30466,tekin,tekin
30467,selamlarımı,my greetings
30468,olmayacaklar,they won't be
30469,maui,maui
30470,kalleş,treacherous
30471,rolex,Rolex
30472,bronson,bronson
30473,ödediği,what he pays
30474,dediysem,If I said
30475,anasının,Mother
30476,sıtma,malaria
30477,dehası,genius
30478,dünyama,to my world
30479,fatma,Fatma
30480,ailesinde,in the family
30481,kendisidir,is itself
30482,geçebilirsiniz,you can pass
30483,hikâyem,my story
30484,gezici,mobile
30485,olabileceklerini,that they can be
30486,taşımama,inability to carry
30487,duyduğuna,that you hear
30488,uzatın,extend
30489,başlamışsın,you started
30490,tex,tex
30491,cola,cola
30492,benekli,mottled
30493,tutkal,glue
30494,yuna,yuna
30495,görüsürüz,see you later
30496,çıkabileceğini,that you can come out
30497,basıyorsun,you press
30498,kiss,kiss
30499,hayattaysa,If it is alive
30500,fax-0.01,Fax-0.01
30501,were,were
30502,alerjin,allergic
30503,ortamında,in the environment
30504,şovda,in the show
30505,geçim,livelihood
30506,geçirmeni,your passing
30507,korumakla,by protecting
30508,yüzlük,hundred
30509,divan,divan
30510,yaramıştı,it worked
30511,dileklerini,wishes
30512,sunan,presented
30513,düşündürdü,suggested
30514,İade,Return
30515,yapabilirsem,if I can
30516,doğuşu,rise
30517,kamyonlar,trucks
30518,uyanınca,When you wake up
30519,izlediğim,I watched
30520,halıya,on the carpet
30521,ferah,spacious
30522,satıyordu,was selling
30523,aletlerini,their tools
30524,boşandı,divorced
30525,mineral,mineral
30526,düşünceye,to thought
30527,askerlerle,with soldiers
30528,tıkmak,tick
30529,yazları,summer
30530,çıkamayacak,unable to get out
30531,getirilen,brought
30532,harfine,to the letter
30533,verebileceğin,you can give
30534,tutulacak,to be held
30535,patrice,patrice
30536,sapma,deflection
30537,işaretli,marked
30538,mülke,property
30539,eşcinselim,my gay
30540,diğerinde,in the other
30541,jakob,jacob
30542,doldurayım,let me fill
30543,canavarla,monster
30544,ettirme,imposition
30545,vurursun,you hit
30546,kısıldık,we are trapped
30547,geeta,Geeta
30548,mcnally,mcnally
30549,zihnine,to your mind
30550,alınabilir,receivable
30551,tarafımı,my side
30552,russel,Russian
30553,dostuma,to my friend
30554,ölçmek,measure
30555,olmamasının,not to
30556,resepsiyona,reception
30557,efendinin,Your Lord
30558,tavsiyeler,advices
30559,oluşacak,to occur
30560,sağlıkta,in health
30561,insansız,unmanned
30562,tavukları,chickens
30563,aynasızlar,Mirrorless
30564,mükemmeldir,perfect
30565,patronunuz,Your boss
30566,side,side
30567,rudolph,Rudolph
30568,çıkarmışlar,they took out
30569,ortalığa,at the same time
30570,parmaklarının,your fingers
30571,mahmut,Mahmut
30572,daldım,I dived
30573,varacağını,that
30574,kararlarımı,my decisions
30575,gözcülük,scouting
30576,illegal,illegal
30577,andré,André
30578,fncomic,fncomic
30579,crowder,Crowder
30580,yaratığa,to creature
30581,bristow,bristow
30582,adımına,to step
30583,şöyleydi,It was
30584,kurduğumuz,we established
30585,eros,eros
30586,alamazlar,they can't get
30587,uçuracağım,I will fly
30588,steril,sterile
30589,katrine,Katrine
30590,görünmüyorlar,they don't appear
30591,kulübünden,from the club
